supplier_id,record_date,severity_level,category_of_violation,root_cause_category,corrective_actions_suggested,affected_product,process_involved,tone_of_letter,length_of_letter,deadline_for_resolution,resolution_status,follow_up_actions
S328,2023-08-10,Moderate,Regulatory,Process Failure,0,Product C,Testing,Warning,316,21,Pending,1
S328,2024-04-15,Minor,Documentation,Equipment Malfunction,1,Product B,Shipping,Formal,411,8,Pending,0
S328,2023-05-24,Minor,Safety,Process Failure,1,Product C,Shipping,Warning,326,7,Pending,0
S328,2023-09-13,Minor,Quality,Human Error,1,Product B,Manufacturing,Formal,800,11,Pending,1
S328,2024-03-07,Minor,Quality,Process Failure,1,Product C,Shipping,Warning,208,16,Resolved,0
S328,2023-09-28,Critical,Quality,Process Failure,1,Product D,Packaging,Formal,987,9,Pending,0
S328,2024-11-18,Moderate,Safety,Process Failure,0,Product C,Packaging,Urgent,641,24,Pending,0
S328,2023-06-22,Moderate,Regulatory,Process Failure,1,Product D,Testing,Formal,861,25,Unresolved,1
S328,2024-02-29,Moderate,Regulatory,Equipment Malfunction,1,Product A,Packaging,Urgent,977,15,Pending,1
S328,2023-03-03,Minor,Documentation,Process Failure,1,Product B,Testing,Formal,496,6,Unresolved,0
S328,2024-06-21,Critical,Quality,Equipment Malfunction,1,Product A,Manufacturing,Warning,924,29,Unresolved,0
S328,2024-10-22,Critical,Safety,Human Error,0,Product D,Packaging,Formal,381,14,Pending,1
S328,2023-09-07,Moderate,Documentation,Human Error,1,Product C,Shipping,Urgent,687,14,Pending,1
S328,2023-02-22,Minor,Safety,Equipment Malfunction,1,Product B,Manufacturing,Formal,659,17,Resolved,0
S328,2024-11-10,Critical,Quality,Human Error,0,Product A,Testing,Formal,534,1,Resolved,0
S328,2024-01-05,Minor,Quality,Equipment Malfunction,1,Product A,Shipping,Formal,114,29,Resolved,1
S328,2023-04-08,Minor,Safety,Process Failure,1,Product D,Packaging,Warning,713,16,Pending,0
S328,2024-06-23,Critical,Safety,Human Error,0,Product C,Testing,Urgent,225,12,Resolved,1
S328,2023-09-05,Critical,Quality,Equipment Malfunction,0,Product D,Packaging,Formal,969,20,Pending,1
S328,2023-12-18,Minor,Documentation,Equipment Malfunction,1,Product A,Testing,Formal,922,9,Resolved,0
S329,2024-11-26,Minor,Regulatory,Human Error,0,Product B,Shipping,Urgent,482,11,Unresolved,0
S329,2024-10-19,Critical,Quality,Process Failure,1,Product D,Testing,Formal,292,3,Unresolved,0
S329,2023-03-02,Minor,Regulatory,Process Failure,1,Product B,Packaging,Warning,266,21,Resolved,1
S329,2023-09-26,Moderate,Safety,Equipment Malfunction,1,Product C,Shipping,Formal,625,9,Pending,0
S329,2023-02-20,Minor,Regulatory,Process Failure,1,Product D,Packaging,Warning,604,23,Pending,0
S329,2023-03-26,Critical,Documentation,Process Failure,1,Product B,Manufacturing,Urgent,197,28,Pending,0
S329,2024-11-15,Moderate,Safety,Process Failure,1,Product D,Packaging,Urgent,366,16,Unresolved,0
S329,2024-12-18,Critical,Safety,Equipment Malfunction,0,Product A,Shipping,Urgent,160,11,Unresolved,0
S329,2024-12-10,Critical,Regulatory,Equipment Malfunction,0,Product B,Packaging,Urgent,175,4,Resolved,1
S329,2023-12-31,Minor,Quality,Equipment Malfunction,0,Product B,Manufacturing,Formal,598,20,Pending,0
S329,2023-01-09,Moderate,Regulatory,Equipment Malfunction,0,Product A,Shipping,Formal,356,12,Pending,0
S329,2023-11-25,Moderate,Safety,Equipment Malfunction,0,Product B,Manufacturing,Formal,257,11,Resolved,0
S329,2024-12-26,Minor,Documentation,Equipment Malfunction,0,Product D,Packaging,Formal,414,14,Unresolved,1
S329,2023-03-11,Moderate,Safety,Process Failure,1,Product A,Shipping,Urgent,851,20,Pending,1
S329,2023-01-29,Critical,Quality,Process Failure,0,Product A,Testing,Urgent,894,19,Resolved,1
S329,2024-05-25,Critical,Documentation,Equipment Malfunction,1,Product C,Manufacturing,Warning,946,1,Unresolved,1
S329,2024-04-20,Moderate,Regulatory,Process Failure,1,Product A,Testing,Formal,603,12,Pending,1
S329,2024-09-12,Critical,Regulatory,Equipment Malfunction,0,Product D,Shipping,Warning,820,10,Resolved,1
S329,2023-04-11,Minor,Quality,Human Error,1,Product B,Shipping,Warning,914,16,Pending,1
S329,2023-11-05,Minor,Quality,Human Error,1,Product B,Packaging,Warning,375,5,Unresolved,0
S329,2023-05-28,Moderate,Safety,Human Error,1,Product C,Shipping,Urgent,658,14,Pending,0
S329,2024-01-06,Critical,Safety,Equipment Malfunction,0,Product C,Packaging,Formal,264,7,Unresolved,1
S329,2024-01-03,Moderate,Quality,Equipment Malfunction,1,Product D,Manufacturing,Warning,213,3,Pending,0
S329,2024-05-02,Minor,Quality,Equipment Malfunction,1,Product D,Manufacturing,Formal,570,9,Unresolved,1
S329,2024-08-07,Critical,Quality,Human Error,0,Product A,Testing,Urgent,543,28,Resolved,1
S329,2024-11-08,Minor,Documentation,Equipment Malfunction,0,Product B,Manufacturing,Urgent,728,9,Resolved,0
S329,2023-10-13,Critical,Safety,Process Failure,0,Product C,Packaging,Urgent,660,19,Pending,1
S329,2024-11-14,Critical,Regulatory,Human Error,0,Product B,Shipping,Urgent,737,19,Unresolved,0
S329,2023-10-14,Moderate,Quality,Human Error,0,Product A,Testing,Formal,104,5,Pending,1
S329,2024-02-02,Minor,Safety,Human Error,0,Product D,Testing,Warning,529,15,Pending,1
S329,2024-11-02,Critical,Quality,Equipment Malfunction,1,Product A,Packaging,Warning,407,11,Unresolved,0
S329,2023-12-14,Minor,Quality,Equipment Malfunction,1,Product C,Shipping,Urgent,356,18,Resolved,0
S329,2023-10-03,Critical,Quality,Process Failure,0,Product D,Packaging,Warning,582,16,Resolved,1
S330,2024-02-25,Minor,Quality,Equipment Malfunction,1,Product A,Manufacturing,Warning,343,29,Pending,0
S330,2024-03-31,Moderate,Quality,Human Error,1,Product B,Testing,Formal,701,9,Unresolved,0
S330,2023-10-18,Critical,Quality,Process Failure,0,Product D,Testing,Warning,970,1,Unresolved,1
S330,2023-09-18,Critical,Regulatory,Human Error,1,Product A,Testing,Warning,410,13,Unresolved,1
S330,2024-03-20,Minor,Regulatory,Equipment Malfunction,1,Product D,Testing,Urgent,831,1,Pending,0
S330,2024-01-03,Moderate,Safety,Process Failure,0,Product C,Testing,Warning,955,10,Pending,0
S330,2023-12-16,Minor,Quality,Process Failure,1,Product B,Manufacturing,Urgent,956,18,Resolved,0
S330,2024-03-21,Moderate,Quality,Human Error,0,Product C,Manufacturing,Formal,507,18,Pending,1
S330,2023-04-09,Moderate,Safety,Process Failure,1,Product D,Manufacturing,Formal,946,23,Unresolved,1
S330,2024-11-23,Critical,Documentation,Equipment Malfunction,0,Product A,Manufacturing,Warning,804,6,Unresolved,1
S331,2024-06-28,Moderate,Regulatory,Equipment Malfunction,1,Product C,Manufacturing,Warning,695,19,Unresolved,0
S331,2023-01-07,Critical,Regulatory,Human Error,0,Product D,Manufacturing,Formal,289,10,Resolved,0
S331,2024-08-04,Moderate,Regulatory,Equipment Malfunction,1,Product D,Packaging,Warning,915,12,Resolved,0
S331,2024-02-28,Moderate,Regulatory,Human Error,1,Product A,Shipping,Warning,334,26,Resolved,1
S331,2024-02-05,Minor,Safety,Equipment Malfunction,1,Product A,Manufacturing,Formal,103,4,Unresolved,0
S331,2024-10-10,Moderate,Regulatory,Human Error,0,Product B,Manufacturing,Formal,430,29,Pending,1
S331,2023-01-04,Critical,Safety,Human Error,0,Product B,Testing,Formal,853,26,Unresolved,1
S331,2024-02-14,Moderate,Safety,Human Error,1,Product C,Testing,Warning,455,27,Pending,0
S331,2024-07-30,Critical,Regulatory,Process Failure,0,Product B,Manufacturing,Formal,773,17,Resolved,1
S331,2024-04-27,Moderate,Quality,Equipment Malfunction,0,Product B,Testing,Formal,807,25,Resolved,1
S331,2023-08-23,Moderate,Safety,Process Failure,1,Product A,Shipping,Formal,508,10,Pending,0
S331,2023-06-13,Minor,Quality,Human Error,1,Product D,Testing,Urgent,183,6,Unresolved,1
S331,2023-09-22,Critical,Safety,Human Error,1,Product C,Shipping,Warning,259,6,Pending,0
S331,2024-12-29,Critical,Safety,Human Error,1,Product D,Manufacturing,Urgent,381,5,Pending,1
S331,2023-05-26,Critical,Documentation,Human Error,1,Product C,Manufacturing,Urgent,630,6,Resolved,0
S331,2024-09-14,Critical,Documentation,Equipment Malfunction,0,Product C,Testing,Warning,353,17,Resolved,1
S331,2023-10-13,Critical,Quality,Human Error,0,Product D,Packaging,Urgent,255,16,Unresolved,1
S331,2024-07-17,Critical,Documentation,Human Error,1,Product A,Testing,Warning,483,5,Resolved,1
S331,2023-06-19,Critical,Regulatory,Human Error,0,Product A,Testing,Urgent,684,6,Unresolved,0
S331,2024-12-13,Minor,Safety,Human Error,0,Product B,Shipping,Formal,289,13,Pending,1
S331,2024-12-29,Moderate,Regulatory,Human Error,1,Product D,Shipping,Warning,672,9,Unresolved,1
S331,2024-09-28,Critical,Regulatory,Human Error,0,Product A,Shipping,Warning,320,11,Resolved,1
S331,2024-11-22,Critical,Quality,Human Error,1,Product B,Manufacturing,Formal,884,8,Unresolved,0
S331,2023-08-06,Critical,Regulatory,Human Error,0,Product C,Packaging,Formal,705,18,Pending,1
S331,2023-08-06,Minor,Safety,Process Failure,0,Product D,Shipping,Warning,288,1,Pending,1
S331,2024-11-18,Critical,Regulatory,Human Error,0,Product B,Packaging,Urgent,647,6,Resolved,1
S331,2024-09-20,Moderate,Regulatory,Equipment Malfunction,0,Product A,Packaging,Formal,196,22,Resolved,1
S331,2023-03-24,Critical,Quality,Human Error,0,Product B,Shipping,Formal,291,3,Pending,0
S331,2024-05-08,Minor,Safety,Human Error,0,Product B,Packaging,Warning,700,28,Pending,0
S331,2024-11-05,Moderate,Quality,Human Error,0,Product B,Testing,Warning,616,24,Resolved,0
S331,2024-11-26,Minor,Documentation,Process Failure,0,Product B,Testing,Warning,461,5,Pending,0
S331,2023-12-01,Minor,Quality,Equipment Malfunction,1,Product C,Shipping,Warning,637,15,Unresolved,0
S331,2024-09-14,Critical,Safety,Equipment Malfunction,1,Product D,Manufacturing,Formal,270,22,Resolved,1
S331,2024-01-28,Critical,Documentation,Equipment Malfunction,1,Product D,Packaging,Formal,547,19,Unresolved,1
S331,2024-08-20,Minor,Documentation,Equipment Malfunction,1,Product A,Shipping,Urgent,904,9,Pending,0
S331,2023-06-27,Critical,Documentation,Equipment Malfunction,1,Product D,Manufacturing,Formal,166,17,Pending,0
S331,2023-05-12,Moderate,Regulatory,Process Failure,0,Product C,Packaging,Warning,492,1,Unresolved,1
S331,2024-07-06,Critical,Safety,Human Error,1,Product A,Manufacturing,Formal,567,5,Unresolved,0
S331,2024-02-09,Minor,Safety,Equipment Malfunction,1,Product D,Testing,Formal,479,28,Unresolved,1
S332,2024-08-28,Critical,Quality,Human Error,1,Product A,Packaging,Urgent,458,7,Resolved,1
S332,2023-03-20,Minor,Safety,Process Failure,1,Product A,Testing,Formal,459,8,Unresolved,1
S332,2023-03-06,Critical,Documentation,Human Error,0,Product C,Manufacturing,Warning,987,18,Resolved,0
S332,2023-04-05,Moderate,Safety,Equipment Malfunction,1,Product A,Manufacturing,Formal,136,9,Resolved,1
S332,2024-08-11,Minor,Safety,Equipment Malfunction,0,Product C,Manufacturing,Warning,304,15,Pending,0
S332,2023-04-11,Moderate,Safety,Human Error,0,Product A,Testing,Formal,236,5,Unresolved,1
S332,2023-10-04,Minor,Documentation,Human Error,0,Product A,Manufacturing,Formal,308,11,Resolved,1
S332,2024-03-15,Critical,Safety,Process Failure,0,Product B,Packaging,Formal,548,8,Resolved,0
S332,2023-12-19,Critical,Quality,Human Error,1,Product A,Packaging,Urgent,357,26,Pending,0
S332,2024-12-02,Moderate,Quality,Process Failure,0,Product A,Testing,Warning,634,27,Resolved,1
S332,2023-11-22,Minor,Documentation,Human Error,1,Product C,Manufacturing,Warning,289,16,Unresolved,0
S332,2023-06-28,Critical,Regulatory,Process Failure,0,Product B,Manufacturing,Urgent,949,28,Pending,0
S332,2023-11-25,Critical,Quality,Human Error,0,Product D,Shipping,Formal,770,10,Unresolved,0
S332,2024-04-01,Critical,Safety,Equipment Malfunction,1,Product C,Manufacturing,Formal,338,26,Unresolved,0
S332,2023-12-04,Moderate,Regulatory,Human Error,1,Product A,Shipping,Urgent,413,2,Resolved,0
S332,2023-05-27,Moderate,Regulatory,Equipment Malfunction,0,Product D,Packaging,Urgent,133,15,Pending,0
S332,2023-05-05,Minor,Documentation,Human Error,1,Product C,Packaging,Warning,122,10,Unresolved,1
S332,2024-11-14,Critical,Safety,Process Failure,1,Product C,Packaging,Warning,350,28,Pending,0
S332,2023-12-19,Moderate,Documentation,Process Failure,0,Product D,Manufacturing,Formal,912,5,Pending,1
S332,2024-12-18,Moderate,Quality,Process Failure,0,Product A,Testing,Warning,974,20,Pending,0
S332,2024-11-30,Moderate,Regulatory,Human Error,0,Product B,Packaging,Formal,952,18,Resolved,1
S332,2023-04-05,Critical,Quality,Human Error,1,Product B,Shipping,Warning,544,25,Resolved,1
S332,2024-01-31,Critical,Documentation,Human Error,1,Product D,Shipping,Urgent,984,28,Unresolved,1
S332,2023-01-27,Moderate,Quality,Human Error,0,Product D,Manufacturing,Warning,781,21,Unresolved,1
S332,2023-11-19,Minor,Safety,Process Failure,1,Product D,Packaging,Formal,158,9,Unresolved,0
S332,2023-12-28,Minor,Quality,Human Error,1,Product D,Manufacturing,Urgent,579,28,Pending,0
S332,2023-06-06,Moderate,Quality,Human Error,0,Product B,Packaging,Urgent,444,28,Resolved,1
S332,2023-08-27,Critical,Regulatory,Human Error,0,Product D,Testing,Warning,631,26,Unresolved,0
S332,2023-06-07,Critical,Documentation,Process Failure,1,Product D,Shipping,Urgent,348,22,Unresolved,0
S332,2023-08-23,Moderate,Regulatory,Process Failure,0,Product C,Shipping,Formal,882,26,Unresolved,1
S332,2024-07-13,Moderate,Safety,Equipment Malfunction,0,Product B,Testing,Formal,999,25,Unresolved,1
S332,2024-09-21,Critical,Quality,Process Failure,1,Product B,Shipping,Formal,632,12,Unresolved,0
S332,2023-08-12,Moderate,Documentation,Human Error,1,Product D,Packaging,Warning,880,13,Resolved,0
S332,2023-03-05,Moderate,Regulatory,Equipment Malfunction,0,Product C,Packaging,Urgent,549,4,Resolved,1
S332,2024-10-30,Minor,Regulatory,Equipment Malfunction,1,Product C,Manufacturing,Formal,993,19,Resolved,1
S332,2023-08-03,Moderate,Regulatory,Process Failure,0,Product B,Testing,Formal,160,2,Unresolved,0
S332,2023-03-26,Moderate,Regulatory,Process Failure,1,Product A,Packaging,Formal,452,22,Resolved,0
S332,2023-08-12,Minor,Safety,Human Error,0,Product A,Manufacturing,Urgent,474,18,Unresolved,0
S332,2023-01-08,Minor,Regulatory,Process Failure,0,Product B,Manufacturing,Warning,844,7,Pending,1
S332,2023-03-03,Moderate,Documentation,Equipment Malfunction,1,Product D,Shipping,Warning,552,27,Resolved,1
S332,2023-09-10,Critical,Regulatory,Equipment Malfunction,0,Product C,Shipping,Warning,317,26,Pending,0
S332,2023-09-22,Minor,Documentation,Human Error,1,Product C,Testing,Urgent,602,17,Pending,1
S332,2023-01-29,Critical,Safety,Process Failure,1,Product B,Packaging,Warning,234,7,Resolved,0
S332,2023-08-09,Minor,Quality,Process Failure,1,Product A,Shipping,Warning,321,3,Pending,1
S332,2023-04-27,Moderate,Quality,Human Error,0,Product A,Shipping,Warning,126,7,Pending,0
S333,2024-07-31,Minor,Regulatory,Human Error,0,Product C,Shipping,Warning,941,2,Pending,0
S333,2024-01-20,Minor,Documentation,Equipment Malfunction,0,Product A,Manufacturing,Formal,811,2,Resolved,1
S333,2024-10-12,Moderate,Regulatory,Human Error,1,Product A,Shipping,Formal,300,15,Unresolved,1
S333,2024-05-24,Minor,Documentation,Process Failure,0,Product B,Packaging,Urgent,403,29,Resolved,1
S333,2023-11-11,Moderate,Safety,Equipment Malfunction,0,Product B,Manufacturing,Warning,706,29,Unresolved,1
S333,2023-01-20,Minor,Documentation,Human Error,0,Product C,Shipping,Formal,532,28,Unresolved,1
S333,2024-08-11,Moderate,Regulatory,Equipment Malfunction,0,Product B,Testing,Formal,941,20,Unresolved,0
S333,2023-03-10,Minor,Documentation,Process Failure,0,Product C,Packaging,Urgent,601,7,Unresolved,0
S333,2024-01-11,Minor,Regulatory,Process Failure,1,Product B,Packaging,Formal,158,3,Resolved,0
S333,2023-11-27,Critical,Quality,Human Error,0,Product B,Manufacturing,Formal,509,16,Unresolved,1
S333,2024-02-20,Minor,Quality,Process Failure,1,Product B,Shipping,Urgent,140,19,Resolved,1
S333,2023-02-23,Critical,Quality,Human Error,0,Product B,Packaging,Urgent,661,14,Pending,1
S333,2024-11-01,Critical,Safety,Human Error,0,Product C,Testing,Urgent,492,20,Pending,0
S333,2024-10-25,Minor,Regulatory,Process Failure,0,Product C,Packaging,Warning,288,1,Pending,1
S333,2023-06-15,Critical,Safety,Human Error,1,Product D,Packaging,Formal,147,28,Resolved,1
S333,2024-03-26,Minor,Safety,Process Failure,1,Product A,Manufacturing,Formal,273,17,Resolved,1
S333,2024-08-09,Minor,Safety,Equipment Malfunction,1,Product A,Shipping,Warning,654,15,Pending,1
S333,2024-01-14,Minor,Quality,Equipment Malfunction,1,Product B,Packaging,Warning,260,26,Pending,1
S333,2024-11-17,Critical,Documentation,Process Failure,0,Product A,Shipping,Formal,299,26,Pending,1
S333,2024-03-05,Critical,Safety,Process Failure,1,Product A,Manufacturing,Urgent,201,1,Resolved,1
S333,2024-01-14,Critical,Quality,Human Error,0,Product C,Shipping,Formal,284,7,Pending,0
S333,2023-04-29,Moderate,Safety,Process Failure,1,Product A,Shipping,Formal,754,1,Unresolved,1
S333,2024-04-09,Critical,Safety,Process Failure,1,Product C,Manufacturing,Warning,583,16,Resolved,1
S333,2023-12-31,Minor,Quality,Equipment Malfunction,1,Product C,Manufacturing,Warning,994,28,Unresolved,1
S333,2024-06-03,Minor,Regulatory,Process Failure,1,Product D,Testing,Urgent,498,26,Unresolved,0
S333,2023-10-15,Minor,Regulatory,Equipment Malfunction,1,Product D,Shipping,Urgent,158,25,Unresolved,1
S333,2023-11-02,Minor,Documentation,Human Error,0,Product A,Shipping,Urgent,859,11,Pending,0
S333,2023-08-01,Moderate,Regulatory,Process Failure,1,Product B,Testing,Warning,255,12,Unresolved,1
S333,2024-07-13,Critical,Quality,Equipment Malfunction,0,Product A,Packaging,Urgent,873,17,Unresolved,0
S333,2023-09-23,Critical,Documentation,Human Error,0,Product B,Manufacturing,Urgent,264,16,Resolved,0
S333,2023-08-20,Moderate,Regulatory,Equipment Malfunction,1,Product D,Testing,Formal,340,10,Resolved,0
S333,2024-01-11,Critical,Regulatory,Equipment Malfunction,1,Product C,Testing,Warning,140,5,Pending,0
S333,2024-03-06,Moderate,Documentation,Human Error,1,Product C,Testing,Urgent,659,26,Resolved,1
S333,2023-01-04,Critical,Regulatory,Human Error,1,Product B,Manufacturing,Formal,381,19,Resolved,0
S333,2024-08-27,Moderate,Safety,Process Failure,0,Product B,Testing,Warning,949,28,Unresolved,0
S333,2024-05-06,Minor,Documentation,Equipment Malfunction,1,Product A,Manufacturing,Warning,281,28,Pending,0
S333,2024-08-16,Moderate,Documentation,Human Error,1,Product A,Packaging,Formal,247,18,Resolved,1
S333,2024-03-05,Moderate,Quality,Process Failure,0,Product D,Manufacturing,Urgent,326,15,Unresolved,0
S333,2024-10-14,Critical,Quality,Human Error,1,Product A,Packaging,Formal,971,14,Pending,1
S333,2023-05-11,Critical,Quality,Equipment Malfunction,0,Product C,Manufacturing,Formal,643,21,Resolved,0
S333,2024-02-01,Moderate,Regulatory,Process Failure,0,Product D,Manufacturing,Urgent,507,19,Unresolved,0
S334,2024-12-03,Moderate,Documentation,Human Error,0,Product B,Shipping,Formal,227,9,Unresolved,0
S334,2023-12-25,Moderate,Quality,Process Failure,1,Product D,Manufacturing,Urgent,890,29,Unresolved,0
S334,2023-02-07,Critical,Safety,Equipment Malfunction,1,Product C,Testing,Warning,850,12,Pending,0
S334,2023-02-03,Critical,Quality,Process Failure,0,Product C,Packaging,Formal,772,25,Pending,1
S334,2024-03-04,Moderate,Quality,Process Failure,0,Product A,Testing,Warning,617,29,Resolved,1
S334,2024-07-22,Minor,Quality,Process Failure,1,Product B,Shipping,Warning,536,13,Unresolved,1
S334,2023-05-24,Minor,Documentation,Process Failure,1,Product D,Shipping,Urgent,509,10,Resolved,1
S334,2024-07-08,Critical,Safety,Process Failure,0,Product B,Testing,Formal,577,17,Pending,0
